epoch,week,tow,time_gps_s,gt_pos_E_x_m,gt_pos_E_y_m,gt_pos_E_z_m,gt_vel_E_x_mps,gt_vel_E_y_mps,gt_vel_E_z_mps,gt_lat_deg,gt_lon_deg,gt_h_m,gt_pos_std_N_n_m,gt_pos_std_N_e_m,gt_pos_std_N_d_m,speed_mps,is_static,sat_pos_E_x_m,sat_pos_E_y_m,sat_pos_E_z_m,sat_vel_E_x_mps,sat_vel_E_y_mps,sat_vel_E_z_mps,sat_bias_m,sat_drift_mps,elev_rad,azim_rad,elev_deg,azim_deg
933,1900,131112.3,1149251112.3,3784222.3701432473,900770.1310120735,5037740.400007978,-1.5922539490540801,5.282430721133785,0.249854928524938,52.5120480557098,13.3891277280327,75.3367498733382,6.090479957933697,0.905414157031089,2.80106709214149e-05,5.52284115715494,0,15742301.357113995,4101930.274799076,14282081.094879562,-291.25455127138815,748.5427921139931,-506.2181996232423,34531.632930144966,-0.0004961630132708127,0.8532110325534237,-0.16248270101052206,48.88539119931027,-9.309573011788949
934,1900,131112.5,1149251112.5,3784222.035893676,900771.1717172915,5037740.465831563,-1.5849172770299669,5.1980075090850795,0.25937371524172625,52.5120490159271,13.3891437801614,75.3377510168642,12.611653704728278,0.9322243350657671,2.8553774849043e-05,5.44045214699029,0,13847265.060990741,4885211.536469133,14907667.092114406,-459.34874628256125,559.6372887645389,-447.4313373657781,36673.06007395199,-0.0003184873271493416,0.8135543626685863,-0.08739021765905847,46.61323138536554,-5.007090642593684
935,1900,131112.7,1149251112.7,3784221.70825108,900772.1974354476,5037740.529561009,-1.5762094388676835,5.112773724927704,0.2680134286849588,52.5120499436044,13.389159595009,75.3388902627006,12.079884613258114,0.9441440253262513,2.91117414707414e-05,5.35693219627075,0,13115063.972681718,3354962.9066964514,15417184.521550413,-251.6716842359312,634.2960000511374,-362.7467133120065,39969.69068187329,-0.0003385584491647583,0.7901180282978468,-0.14942111094267999,45.27042833866478,-8.561199027171607
936,1900,131112.9,1149251112.9,3784221.3753952757,900773.2041021328,5037740.600665589,-1.5628593968869096,5.027146900762554,0.2732592408640251,52.5120509792356,13.3891751546529,75.3401103276603,17.0907142537912,0.9784447847456326,2.96887982824e-05,5.27156580808794,0,12913425.223792674,5538220.230816076,15277408.839320052,-393.29473007014894,544.8399423005905,-742.7285899337303,22104.113819555267,-0.0003412453185195442,0.8094286920294276,0.13627710629297357,46.376847870080695,7.808103034843103
937,1900,131113.1,1149251113.1,3784221.0522867795,900774.1950312622,5037740.667326343,-1.5480960635939007,4.936749892505256,0.2782978099117311,52.5120519489317,13.3891904555511,75.3413575234338,15.714964031694828,0.9997958325954995,3.02898264953474e-05,5.18126920689007,0,13846989.449193701,4885547.32948787,14907398.575498996,-459.43983179360845,559.6274937655047,-447.6306126491459,36673.05988285898,-0.00031848931909432093,0.8135482562985775,-0.08738637605366813,46.61288151613588,-5.006870534818266
938,1900,131113.3,1149251113.3,3784220.7325003804,900775.1673222329,5037740.734793102,-1.5321101671403206,4.836033424983313,0.28425704741489993,52.5120529307645,13.3892054780561,75.342584639033,16.808077223220295,1.0111301161939579,3.0920447323132e-05,5.08088406882263,0,14176767.693903593,1323531.2315867937,16438810.76886263,-52.33064345306313,877.8926888633533,-163.31829644435177,42256.666999168585,-0.0005333479495510056,0.8733502599471431,-0.4880705534323612,50.03928393162464,-27.96438281628863
939,1900,131113.5,1149251113.5,3784220.4009002624,900776.1138744281,5037740.815569984,-1.5151567198458342,4.717628827151989,0.29263597530779256,52.512054109839,13.389220172049,75.3437515675538,12.084640539585461,1.0148115580682286,3.15869449677326e-05,4.96360327287685,0,14791084.633748347,2510247.843207182,14885766.52323889,-80.40943108310334,813.6465255109924,-409.89383744609154,38281.434496665584,-0.0005031042940875826,0.8245215332083792,-0.22341104321690022,47.24160397049588,-12.800509872943223
940,1900,131113.7,1149251113.7,3784220.080650363,900777.0365881524,5037740.891998799,-1.4908002178784299,4.577430206083076,0.29936202878541984,52.5120552257596,13.3892344857524,75.344828931988,16.927224351697475,1.0349627661601293,3.22961217137589e-05,4.82337746869003,0,12913110.57991885,5538656.110574345,15276814.549975442,-393.4068065693311,544.8104405600128,-743.0016291110727,22104.113546557684,-0.0003412487701346188,0.8094095343969976,0.1362795105873245,46.375750218597,7.8082407907621105
941,1900,131113.9,1149251113.9,3784219.774394732,900777.9309410146,5037740.962884597,-1.457270852379113,4.410240773668492,0.30403768523891384,52.5120562611173,13.3892483453474,75.3457966281086,14.699502050043147,1.0610352711928193,3.30550825998897e-05,4.65470739498921,0,13114761.916884381,3355724.0700506316,15416748.981922843,-251.82557800534624,634.2697171060172,-363.15668696076597,39969.69027560085,-0.00033856229842618073,0.7901174026894007,-0.14941698127638534,45.27039249394118,-8.560962414722125
942,1900,131114.1,1149251114.1,3784219.4685540856,900778.7870971564,5037741.04009067,-1.4123320229457481,4.216387801248564,0.3049360060616346,52.5120573912315,13.3892616562134,75.3466421317746,14.407284319452831,1.0884052109123168,3.38709338375155e-05,4.45708355332818,0,14791036.38409169,2510736.0342549295,14885520.527168965,-80.48729533696489,813.626208434438,-410.0927535070792,38281.43419480246,-0.0005031061825017483,0.8245247308809778,-0.22340391217901223,47.24178718364004,-12.800101294568696
943,1900,131114.3,1149251114.3,3784219.180465966,900779.6043510837,5037741.110794756,-1.3550695910164183,3.9995614314029635,0.3007195249118735,52.5120584268741,13.3892743491071,75.3473565116825,15.681297388863918,1.091997675489463,3.47503943239808e-05,4.23357266061736,0,14791020.290491251,2510898.7618972505,14885438.501955954,-80.5132503469024,813.619436483099,-410.1590581260538,38281.43409418112,-0.0005031069141902359,0.8245257971844816,-0.22340154112327168,47.2418482783305,-12.799965443081769
944,1900,131114.5,1149251114.5,3784218.9052352207,900780.3754038773,5037741.179942518,-1.2894177141500658,3.765728644285035,0.293263914239747,52.5120594411023,13.3892863361397,75.347937215862,17.007179873995415,1.101033633502416,3.56993808284865e-05,3.99115446798893,0,13663765.642406702,1075108.1236742695,15261115.794542352,37.57084400261558,926.9356711281115,-237.0832122373442,35915.549767106604,-0.0004717468344516909,0.785520400974873,-0.26871955835838823,45.00700369728434,-15.39649656655507
945,1900,131114.7,1149251114.7,3784218.6363715134,900781.0971354815,5037741.252934731,-1.2148213339465268,3.523468564581994,0.2806312880606553,52.5120605136277,13.3892975947415,75.348387316939,18.232227414980567,1.1664039772007482,3.67225407660437e-05,3.73756277791393,0,14790988.087733798,2511224.2131286613,14885274.411748854,-80.56516075357628,813.6058931906642,-410.2916662619279,38281.43389293802,-0.0005031086546599303,0.8245279306188361,-0.2233968126626773,47.24197051511487,-12.799694522246114
946,1900,131114.9,1149251114.9,3784218.387160532,900781.770767552,5037741.319650899,-1.1346904784340612,3.27577720981685,0.2648339007580784,52.5120614949232,13.3893080971028,75.3487143584428,18.608325904433684,1.2781204835653246,3.78226920553098e-05,3.47683416417797,0,12187579.70357134,1962660.0726899938,15727426.965287743,-130.02684686983957,752.2906381907131,-206.07464204942866,37652.20772807057,-0.00032119596406638654,0.7563582253851288,-0.19678019703434949,43.336134114572566,-11.274674781820986
947,1900,131115.1,1149251115.1,3784218.150197791,900782.3932458338,5037741.386172126,-1.0482562101738322,3.020460182357668,0.24568775512465504,52.5120624746538,13.3893178247147,75.348929291669,21.503987467878606,1.587263240988324,3.90001541664446e-05,3.20661554733247,0,10720947.210657664,1498179.617839551,16215583.53854064,-31.746794638296826,512.6986223579547,-195.6102114599148,36573.49623107787,-0.00029191697176429444,0.7215408931842852,-0.19131140242319494,41.34124792555929,-10.961335931577938
948,1900,131115.3,1149251115.3,3784217.939230102,900782.9613843646,5037741.442823739,-0.9543413512661296,2.752652760906436,0.22317852881279293,52.5120633098098,13.3893266850386,75.3490452529395,23.13445810527358,1.6552441770338666,4.02519390224982e-05,2.92192972067867,0,11435812.971530462,512928.6509674128,15751407.475417515,-66.02646799797658,566.3752324388226,-363.27057658697845,39026.58452560368,-0.0002663603412656812,0.7177133181594647,-0.24972713323197804,41.1219440308674,-14.308310764093546
949,1900,131115.5,1149251115.5,3784217.75114255,900783.4798703684,5037741.491115269,-0.849690995667075,2.470349696748694,0.19523373477377295,52.5120640225151,13.3893347558611,75.3490763918813,18.963806863652806,1.3352753640973263,4.15709123789771e-05,2.61967910697814,0,11435799.77022224,513041.92966200336,15751334.814702826,-66.04847066886492,566.3759306982995,-363.3412509096271,39026.58447233165,-0.0002663599716470344,0.717713890604095,-0.24972750907918478,41.12197682952871,-14.308332298552235
950,1900,131115.7,1149251115.7,3784217.587457286,900783.941741743,5037741.531163623,-0.7373417314182964,2.1756581171749767,0.1637448595763937,52.5120646143463,13.3893419322316,75.349035479001,23.691886816742965,1.2413814990828105,4.29450319673808e-05,2.30303570331812,0,12187475.678121045,1963261.9158816088,15727261.995020058,-130.10320095195127,752.2794455523533,-206.35547940332552,37652.20747111408,-0.0003211952906505238,0.7563653975670565,-0.19677514606934796,43.336545050326926,-11.274385382843928
951,1900,131115.9,1149251115.9,3784217.4451140277,900784.3438835992,5037741.565816291,-0.6245970576717703,1.8767215828933776,0.1327149851828458,52.5120651272487,13.3893481799553,75.3489311007803,26.5923013864714,1.2063889954392082,4.43567607403721e-05,1.982377020509,0,10720921.804594891,1498589.7844309914,16215426.935433619,-31.830438199335596,512.6826821266512,-195.90171210320688,36573.49599754482,-0.00029191554046216576,0.7215484832806418,-0.1913140188198203,41.34168280604661,-10.961485840062107
952,1900,131116.1,1149251116.1,3784217.3243311998,900784.6873599788,5037741.594725758,-0.519327180789739,1.5888958909135493,0.10528906669370207,52.5120655560497,13.3893535135336,75.3487667734424,34.77819792559965,1.171168012981028,4.57828648975686e-05,1.67492586714583,0,10107887.671419578,168201.9801379811,16207315.967530629,22.030742279095687,353.37606118190513,-343.8734576889294,37929.3938111415,-0.00024233593376266072,0.68748900671822,-0.24130207719711855,39.39021854659511,-13.825590611134874
953,1900,131116.3,1149251116.3,3784217.230174975,900784.9780740762,5037741.613058692,-0.4264642563949946,1.3262938680155332,0.08264060736286943,52.512065829425,13.3893580002726,75.3485387041203,39.80766892702911,1.1317775607704492,4.7197592233855e-05,1.39562052732949,0,10959568.464514628,-83509.96807720687,14956817.377812441,60.66887840255995,318.4319322129858,-116.9932430065166,39277.27428430016,-0.00021046328145209425,0.6560484567670916,-0.3867612945202548,37.5888077288252,-22.159789855026816
954,1900,131116.5,1149251116.5,3784217.158755642,900785.2200701972,5037741.62298552,-0.34698863371280275,1.09237202634507,0.06488716121652496,52.5120659795491,13.3893617113894,75.3482361346096,45.92283803036266,1.1003049001256515,4.85801714668371e-05,1.14799307469943,0,10959580.600982476,-83446.27864051898,14956793.972954826,60.64085051245847,318.43108795142433,-117.06064387225723,39277.27424220757,-0.00021046269092253437,0.6560508142341874,-0.38676273543188094,37.58894280174013,-22.15987241318164
955,1900,131116.7,1149251116.7,3784217.100921424,900785.4176041471,5037741.630555777,-0.27674737179449627,0.8809155945740762,0.05003382730353864,52.5120660959643,13.3893647390795,75.3478406919753,52.00028550202743,1.0750452833074942,4.99166496347399e-05,0.924718755316231,0,10959592.73184197,-83382.58937552349,14956770.554618515,60.61282254321585,318.4302443006561,-117.12804464695098,39277.27420011511,-0.00021046195829780225,0.6560531723694879,-0.3867641813353031,37.58907791294037,-22.159955257345317
956,1900,131116.9,1149251116.9,3784217.0786848757,900785.5803545552,5037741.617594703,-0.21336673351156982,0.6846386418350963,0.037603502120991644,52.512065910593,13.3893671469459,75.3473276355204,51.49969000928707,1.0278674117230204,5.11992070764938e-05,0.718101285498756,0,10959604.857090214,-83318.90027804927,14956747.122803897,60.584794495993236,318.429401260476,-117.1954453299989,39277.27415802281,-0.00021046109352883992,0.656055530717553,-0.38676562940032666,37.589213036331124,-22.160038225359624
957,1900,131117.1,1149251117.1,3784217.052546935,900785.7011330449,5037741.614812056,-0.15570281696987232,0.5022596390090963,0.0269702745307527,52.5120658772564,13.3893689667109,75.3466660194416,55.58242348218436,1.0060409814576285,5.24246902280643e-05,0.526531583001595,0,10959616.976736361,-83255.21134897973,14956723.677520998,60.55676637004312,318.42855883079056,-117.26284592197305,39277.27411593065,-0.00021046038294597938,0.6560578898375005,-0.38676708303161295,37.58934820394747,-22.160121512297298
958,1900,131117.3,1149251117.3,3784217.032830456,900785.7859637358,5037741.613394432,-0.10415286866263393,0.3376832096925305,0.017737040315698147,52.5120658661985,13.3893702494839,75.3458232209167,61.169826795242294,1.036337772472038,5.35929360892103e-05,0.35382534216484,0,10959629.090783402,-83191.522588572,14956700.218750294,60.52873816373132,318.4277170124607,-117.33024642179214,39277.274073838635,-0.00021045969312099796,0.656060249429758,-0.3867685403645786,37.58948339862521,-22.16020501132558
959,1900,131117.5,1149251117.5,3784217.0256652758,900785.841172663,5037741.607603442,-0.06066014598510861,0.19699205639883527,0.01027339420922687,52.5120657930684,13.3893710650019,75.3447666470296,65.92044568708583,1.2717967204173084,5.47052358744918e-05,0.206376031127054,0,10959641.19921786,-83127.83399657469,14956676.746488072,60.500709878669994,318.42687580480197,-117.3976468326444,39277.274031746754,-0.00021045908739951192,0.6560626093440606,-0.3867700004463846,37.58961861175476,-22.160288667850804
960,1900,131117.7,1149251117.7,3784217.0291038547,900785.871546928,5037741.598003553,-0.027214327385304805,0.08853948147641545,0.004580286496867292,52.5120656665584,13.3893714885011,75.343465796131,70.25175801502161,2.059457185214936,5.57629024676109e-05,0.0927407052999946,1,10297941.05125341,-1060921.1097439774,16029598.515188083,88.65122165925544,331.6904371049984,70.26997710620604,42072.48627483539,-0.00021296125405356747,0.6791413224968424,-0.5789396742088881,38.911931472002216,-33.17079992484817
961,1900,131117.9,1149251117.9,3784217.053838984,900785.8709863549,5037741.577665561,-0.006898211636504761,0.02244229684305743,0.0011610770183797482,52.512065384671,13.3893713961022,75.3418934569141,112.59296842190065,14.002157652152714,5.67659612925148e-05,0.0235072352950432,1,9345324.252138596,-857417.281633284,17434549.17226032,49.30347602596968,369.85121203762657,-159.4194430408183,40821.09444042565,-0.000247124619030122,0.7142075835880347,-0.4366040426130859,40.92108023583135,-25.01556896007977
962,1900,131118.1,1149251118.1,3784217.073165898,900785.8632126263,5037741.562270109,0.0016042362673249824,-0.0052201079689176005,-0.0002698465401510693,52.512065179241,13.3893712187936,75.3400244323813,154.55828438941148,8.538043177816084,5.77121528316002e-05,-0.0054677160097969,1,9345334.116838856,-857343.3089529973,17434517.282368265,49.28267952611201,369.85303967261706,-159.4980790787654,40821.0943910008,-0.00024712392417616986,0.7142100506363473,-0.43660660553397224,40.92122158728751,-25.015715804629785
963,1900,131118.3,1149251118.3,3784217.1062268903,900785.8776714114,5037741.532276914,0.0030776950887719794,-0.010013983536542228,-0.0005178175154150812,52.5120647619933,13.3893713132066,75.337836901335,192.4830875494423,4.556097132708574,5.85960070478516e-05,-0.0104890518307834,1,9345343.977383746,-857269.3359089136,17434485.376745723,49.261883035404786,369.85486767153736,-159.57671496193942,40821.09434157606,-0.00024712326254909084,0.714212515953569,-0.43660916256966437,40.921362839559485,-25.015862311983007
964,1900,131118.5,1149251118.5,3784217.1105914684,900785.8788507748,5037741.525630048,0.001824189989102615,-0.005935514431732491,-0.00030690016066478517,52.5120646934173,13.3893713152188,75.3353130017917,159.85781699250657,2.804058161170837,5.94080206328687e-05,-0.0062170884177614,1,9345353.833769005,-857195.3624993615,17434453.45539543,49.241086553048625,369.8566960344589,-159.65535068982538,40821.09429215147,-0.00024712271806492936,0.7142149823068168,-0.43661172184816854,40.921504151191364,-25.016008947839897
965,1900,131118.7,1149251118.7,3784217.1161217378,900785.8796638099,5037741.517737631,0.00036177819155882554,-0.0011769238820724082,-6.090487198636173e-05,52.512064610548,13.389371308006,75.3324393042312,152.34746636654265,5.01738908892257,6.0134023311059e-05,-0.0012327784421832,1,9345363.685995065,-857121.3887253037,17434421.518313106,49.22029008059628,369.8585247607317,-159.73398626100615,40821.09424272701,-0.00024712200235323204,0.714217448405964,-0.43661428005115227,40.921645448264364,-25.016155522073998
966,1900,131118.9,1149251118.9,3784217.1133061103,900785.8733665773,5037741.516894427,-0.0005717970910010179,0.0018597475567295103,9.633272640034551e-05,52.5120646358659,13.3893712273776,75.329215766238,190.65903273725456,3.0347525346578004,6.0755864709924e-05,0.0019480484804579,1,9345373.53406524,-857047.4145880399,17434389.565499682,49.19949361623442,369.86035385120084,-159.81262167725748,40821.0941933027,-0.0002471211744705215,0.7142199145835253,-0.43661683811017665,40.92178674983016,-25.016302088059838
967,1900,131119.1,1149251119.1,3784217.1099711815,900785.8762412465,5037741.514382746,-0.0013500463924469967,0.004390017135959223,0.00022761693885520325,52.5120646405162,13.389371279943,75.3256534712621,306.03319193311467,3.3203302785708373,6.12523185620104e-05,0.0045985525099349,1,9345383.377973689,-856973.4400838236,17434357.596962143,49.178697161627284,369.8621833056413,-159.8912569369042,40821.09414387852,-0.0002471204804654311,0.7142223800334861,-0.43661939326800325,40.92192800970751,-25.016448487819297
968,1900,131119.3,1149251119.3,3784217.113800248,900785.8775419934,5037741.506396174,-0.002120264616945219,0.006893048072167795,0.00035774667589209786,52.5120645681275,13.389371285521,75.321766595169,484.8637309718849,6.108018021199808,6.15978802427574e-05,0.0072206382304612,1,9345393.217722582,-856899.46521382,17434325.61269986,49.15790071622346,369.86401312387557,-159.96989204121934,40821.09409445448,-0.0002471197920385748,0.7142248449678161,-0.43662194676136806,40.922069240041395,-25.016594792212118
969,1900,131119.5,1149251119.5,3784217.1109013525,900785.8768240106,5037741.503396961,-0.0027850995061921074,0.00905237926124141,0.0004702898703619906,52.512064573019,13.3893712851207,75.3175692928057,570.6986612290672,6.760127534531978,6.17622399129381e-05,0.0094828013851873,1,7949381.490168133,-191910.5017498663,17573057.195811987,-121.58017953888624,363.4915991924739,-269.1437683766484,35336.19023091614,-0.00023209734558804485,0.677219653419934,-0.37466551598631553,38.801827944274564,-21.466752795107155
970,1900,131119.7,1149251119.7,3784217.083743654,900785.8712441713,5037741.518994155,-0.0031106726357520028,0.01010950675527216,0.0005254576137393326,52.5120648559224,13.3893712977976,75.3130802360206,264.49247389647826,2.2082608651598745,6.17106304094679e-05,0.0105903029600454,1,7949357.178330671,-191837.80089830197,17573003.360890184,-121.59615287772044,363.49592006275975,-269.2233876399441,35336.19018449675,-0.00023209673599922098,0.6772203030963706,-0.37466775446219125,38.80186516799243,-21.466881050327377
971,1900,131119.9,1149251119.9,3784217.0841677226,900785.8733356275,5037741.512313772,-0.0028493427328624508,0.009260895718691799,0.00048118989725205025,52.5120648129915,13.3893713263193,75.3083252968936,263.3894407655868,2.5989483346748097,6.14048648591749e-05,0.0097012621467012,1,7949332.86329823,-191765.09917736799,17572949.51004741,-121.6121260062886,363.5002411589275,-269.3030066428555,35336.19013807747,-0.00023209600556128862,0.6772209509382943,-0.374669988682768,38.80190228660045,-21.467009061736928
972,1900,131120.1,1149251120.1,3784217.012907731,900785.8513448156,5037741.5631096335,-0.0019671175540457234,0.006393510943756545,0.00033219982257804884,52.5120656214265,13.3893712542703,75.3033420694422,413.941654819028,1.842176536202579,6.08050153662458e-05,0.0066975286771682,1,7949308.545072264,-191692.39659691107,17572895.643280752,-121.62809892474978,363.50456248086704,-269.3826253852417,35336.190091658325,-0.00023209538244373107,0.6772216023674833,-0.374672229261018,38.80193961074363,-21.467137437414316
973,1900,131120.3,1149251120.3,3784216.9938888797,900785.8529093491,5037741.570516747,-0.0011930513926031888,0.00387807159382146,0.00020140283018366597,52.5120657912831,13.3893713415577,75.2981798179159,475.5864885101267,1.0976792202793924,5.98726893071477e-05,0.0040624344932815,1,7949284.223651681,-191619.69315055228,17572841.760586888,-121.64407163311725,363.50888402822,-269.4622438659728,35336.1900452393,-0.0002320947701264231,0.6772222504513974,-0.3746744619330367,38.801976743216684,-21.46726536009803
974,1900,131120.5,1149251120.5,3784216.9827629114,900785.8467341086,5037741.573248111,-0.0009457148840898649,0.003074305619462312,0.0001596112644275752,52.5120658935963,13.3893712910222,75.2928896715848,505.4209581183207,2.01631231099976,5.85804778698965e-05,0.0032204359083172,1,7949259.899037338,-191546.9888370414,17572787.861972984,-121.66004413061239,363.51320580170056,-269.54186208609394,35336.189998820395,-0.00023209428422887868,0.6772228979490289,-0.37467669355831557,38.80201384209821,-21.46739322280796
975,1900,131120.7,1149251120.7,3784216.9696544507,900785.8451771267,5037741.576532015,-0.001424240950407889,0.004630041317183267,0.0002403459926011725,52.5120660050578,13.3893713134228,75.2875150719229,603.3496504883988,2.081278974007304,5.69187927958352e-05,0.0048501042339111,1,7949235.57122761,-191474.28366161993,17572733.947438788,-121.67601641804178,363.51752780089834,-269.62148004507526,35336.18995240162,-0.0002320936719115707,0.6772235450901991,-0.3746789232726926,38.80205092055601,-21.467520976031285
976,1900,131120.9,1149251120.9,3784216.9656220996,900785.8444926925,5037741.572819736,-0.0020410809570685093,0.006635687084107171,0.00034437419370020355,52.5120660138566,13.3893713173692,75.2820856274503,677.4288819995328,3.5325947208544175,5.48969062593634e-05,0.0069510393565841,1,7949211.240222119,-191401.5776238753,17572680.0169752,-121.69198849575456,363.5218500261848,-269.7010977433816,35336.18990598296,-0.00023209293885884108,0.6772241915140697,-0.37468115100908655,38.80208795791557,-21.467648615924528
977,1900,131121.1,1149251121.1,3784217.0570799396,900785.8728928718,5037741.492646681,-0.0024208068616394206,0.00787017283169626,0.0004084470691102488,52.512064894063,13.3893714123661,75.2766200481049,199.77270419799837,9.501328837832432,5.25429911672423e-05,0.0082441952469841,1,7949186.906021411,-191328.87072123316,17572626.070587482,-121.70796036321754,363.5261724771537,-269.78071517999683,35336.18985956442,-0.00023209233211218816,0.6772248325673136,-0.37468336750741027,38.80212468756089,-21.467775611923777
978,1900,131121.3,1149251121.3,3784217.0506215934,900785.8948623915,5037741.486654809,-0.002314653191651489,0.007524640861409921,0.0003906111333991553,52.5120648698165,13.3893717491916,75.2711381098186,172.89910846972168,16.21600521555264,4.99034991813597e-05,0.0078822849826911,1,7949162.568624305,-191256.16295252056,17572572.108277187,-121.7239320207523,363.5304951543769,-269.8603323558446,35336.18981314601,-0.0002320917179758908,0.6772254777718344,-0.3746855893602389,38.80216165505686,-21.467902914713548
979,1900,131121.5,1149251121.5,3784217.0576307676,900785.8976826494,5037741.47403267,-0.0016034379570702428,0.005212506151452498,0.0002706010120316772,52.5120647475066,13.3893717656957,75.2656699323303,178.22933490549156,12.281536044399914,4.70383951053446e-05,0.0054602617674262,1,7949138.2280391995,-191183.45431755585,17572518.130041555,-121.73990346777697,363.5348180565287,-269.9399492693062,35336.18976672771,-0.00023209124719869578,0.6772261224349259,-0.3746878113478942,38.80219859153121,-21.468030225228333
980,1900,131121.7,1149251121.7,3784217.0491142846,900785.893623502,5037741.474277223,-0.0004409295619146802,0.0014334962058285509,7.439330639213637e-05,52.5120648146236,13.3893717365809,75.2602497218741,193.0987171790573,10.895410040197783,4.40173291885633e-05,0.0015016206627278,1,7949113.884258368,-191110.74481969594,17572464.135882366,-121.75587470477859,363.53914118444084,-270.01956592083326,35336.18972030954,-0.00023209064818274783,0.6772267678597612,-0.3746900342393693,38.802235571650264,-21.46815758752817
981,1900,131121.9,1149251121.9,3784216.914511235,900785.8167464201,5037741.581645228,0.001002196428344224,-0.0032580894896702497,-0.00016911273416306028,52.5120664624842,13.3893710941266,75.2549179013099,161.4442335567386,4.255407000880235,4.09175937956126e-05,-0.0034129377258517,1,7949089.537279769,-191038.03445724366,17572410.12580245,-121.77184573143218,363.54346453851775,-270.0991823116474,35336.18967389149,-0.00023208988147871423,0.6772274204005463,-0.3746922731198353,38.80227295948321,-21.468285865929705
982,1900,131122.1,1149251122.1,3784216.8588903993,900785.8139256183,5037741.617100549,0.0024697141312571644,-0.008029348890849743,-0.00041666762007842146,52.5120670468808,13.3893712434193,75.2497230762738,137.85814965622134,1.892355570821429,3.7821065245069e-05,-0.0084109181072427,1,7949065.1871077735,-190965.32323039748,17572356.099795114,-121.78781654745637,363.5477881181052,-270.17879844052464,35336.18962747356,-0.00023208927416362712,0.6772280670151166,-0.3746944954974385,38.802310007769066,-21.468413198786855
983,1900,131122.3,1149251122.3,3784216.8474081694,900785.8085709311,5037741.62030612,0.003229634220534683,-0.010500412278380828,-0.0005447912226713885,52.5120671529039,13.3893712058565,75.2447139207815,155.8837172922002,1.9772895744788155,3.48080120071923e-05,-0.0109993632856961,1,7949040.833749424,-190892.61113609903,17572302.057868313,-121.80378715304613,363.5521119229695,-270.25841430708846,35336.18958105576,-0.00023208867730772909,0.6772287115778659,-0.37469671446906416,38.802346938494225,-21.468540336495863
984,1900,131122.5,1149251122.5,3784216.8111289837,900785.7994966279,5037741.64294025,0.0031131103690910118,-0.010121642377611748,-0.0005251210647375652,52.512067543337,13.3893711995734,75.239915672874,142.10397392983188,1.559792796917406,3.19428930224169e-05,-0.0106025870768902,1,7949016.477191276,-190819.89817803047,17572248.00001875,-121.8197575483311,363.5564359537678,-270.3380299120485,35336.18953463807,-0.00023208820664422092,0.6772293568040304,-0.3746989336709849,38.80238390723028,-21.46866748739981
985,1900,131122.7,1149251122.7,3784216.794828291,900785.7991819695,5037741.649387431,0.002630913116720012,-0.008553242028150311,-0.000443896467300806,52.5120676921913,13.3893712506631,75.2353361886451,277.91929738393793,2.382104991026283,2.92708584200407e-05,-0.0089597263961311,1,7948992.117437045,-190747.18435346754,17572193.92624773,-121.83572773346486,363.56076021030105,-270.41764525522564,35336.18948822051,-0.00023208759273529722,0.6772300006088123,-0.3747011491147654,38.80242079452712,-21.468794422978178
986,1900,131122.9,1149251122.9,3784216.7893542284,900785.79020239,5037741.649574447,0.0021467104179760223,-0.00697913556772725,-0.00036218900186410144,52.5120677460137,13.3893711406672,75.2309781552116,153.64445638330716,2.608094526929156,2.6823036949243e-05,-0.0073108056850414,1,7948967.754492404,-190674.46966405812,17572139.83654948,-121.85169770797617,363.5650846924161,-270.49726033633965,35336.18944180307,-0.00023208683364828175,0.677230643942343,-0.374703363903073,38.80245765482324,-21.46892132100072
987,1900,131123.1,1149251123.1,3784216.77983128,900785.7909866022,5037741.6513357535,0.0017109746833996633,-0.005562189730167675,-0.00028873151517147603,52.5120678204102,13.3893711843849,75.2268481573001,162.71873024379227,2.3606546348538124,2.46220488254893e-05,-0.0058265560024315,1,7948943.388353847,-190601.75410801996,17572085.730932765,-121.86766747176873,363.569409399827,-270.5768751547669,35336.18939538575,-0.00023208623338177858,0.6772312867273653,-0.37470557593365067,38.80249448369216,-21.469048061016977
988,1900,131123.3,1149251123.3,3784216.7469558483,900785.7834806355,5037741.672298071,0.0014193120989289144,-0.004613665325683958,-0.00023957689307880812,52.5120681754992,13.3893711889647,75.2229595837682,41.967379771614794,1.9269070438908802,2.26823151545628e-05,-0.0048329857913387,1,7948919.019022889,-190529.03768865808,17572031.609391425,-121.88363702577722,363.5737343331592,-270.6564897119299,35336.18934896855,-0.00023208562811305455,0.6772319303284705,-0.37470778892391926,38.802531359319175,-21.469174856019468
989,1900,131123.5,1149251123.5,3784216.742847826,900785.7785698813,5037741.671641335,0.001345808549870644,-0.0043745452110960726,-0.00022720285071533303,52.5120682085126,13.389371132611,75.2193142365877,40.734579523998555,3.1508996076004685,2.10077382244296e-05,-0.0045825176041344,1,8927857.80215152,-421239.20324821596,16242757.994997656,-74.98463789759899,328.0255031562207,-48.03754351690311,36836.61138986414,-0.00020081227236968356,0.6464541703088335,-0.5123007868830627,37.039095607327496,-29.35267292963054
