epoch,week,tow,time_gps_s,gt_pos_E_x_m,gt_pos_E_y_m,gt_pos_E_z_m,gt_vel_E_x_mps,gt_vel_E_y_mps,gt_vel_E_z_mps,gt_lat_deg,gt_lon_deg,gt_h_m,gt_pos_std_N_n_m,gt_pos_std_N_e_m,gt_pos_std_N_d_m,speed_mps,is_static,sat_pos_E_x_m,sat_pos_E_y_m,sat_pos_E_z_m,sat_vel_E_x_mps,sat_vel_E_y_mps,sat_vel_E_z_mps,sat_bias_m,sat_drift_mps,elev_rad,azim_rad,elev_deg,azim_deg
681,1900,131061.9,1149251061.9,3784306.0318767014,900754.3595840026,5037680.8835410895,2.144487806235803,-7.109071710701063,-0.3375384557482483,52.5111682498837,13.3886164039794,75.421922881273,11.883119003772524,1.2374045060411183,1.55278068594123e-05,7.43314608682576,0,12424294.174959013,2303235.2276532953,16891121.035301346,-234.55037345776097,678.6442089624433,-113.85273276561719,43754.35962136692,-0.0003523864659958538,0.8314921959913164,-0.38585184043990123,47.6409935283671,-22.1076819745616
682,1900,131062.1,1149251062.1,3784306.412351676,900752.9480130514,5037680.862197105,2.164386111796232,-7.172506766208189,-0.34112168706506424,52.5111678245479,13.3885948805513,75.4313268454262,11.37995765439949,0.7959448722452257,1.57604633563549e-05,7.49971896524295,0,14795044.671689888,2468380.7770618787,14906396.922819413,-73.74344333255429,815.3938035794199,-392.84124375870806,38281.46035142872,-0.0005029178347892108,0.8242367553325088,-0.22393378022317642,47.2252874001098,-12.830460497198152
683,1900,131062.3,1149251062.3,3784306.8625001474,900751.5134936369,5037680.793501623,2.1858041702826467,-7.221369320636964,-0.34842718047463817,52.5111666948165,13.3885727906813,75.4411763582415,8.90097183388443,0.5680666244577263,1.59847088670617e-05,7.55296737951087,0,14795029.926820079,2468543.8581870496,14906318.347912962,-73.7693639817608,815.3869789496288,-392.907642031071,38281.460250845055,-0.0005029185411634293,0.8242379252176898,-0.2239321372506032,47.22535442959319,-12.830366361803852
684,1900,131062.5,1149251062.5,3784307.3257175707,900750.0735341064,5037680.716555936,2.2113804246169186,-7.262929539617266,-0.3601323825290915,52.5111654382852,13.3885505782914,75.4514509541923,12.095960422459287,0.5672823089069059,1.61935960914921e-05,7.6006607747465,0,14795015.176770335,2468706.937948484,14906239.759725707,-73.7952847652467,815.3801545210978,-392.97403995098233,38281.46015026126,-0.0005029195691956071,0.8242390951808236,-0.22393049199664086,47.22542146354295,-12.830272095695582
685,1900,131062.7,1149251062.7,3784307.7799770897,900748.6217781021,5037680.648887939,2.23732477418515,-7.305176111568607,-0.3719903878765004,52.5111643141071,13.3885282274272,75.4621214084996,9.089558893890056,0.5834899918334144,1.6381013626539e-05,7.64915662115032,0,13127485.45611604,3323219.5673299534,15434894.527172523,-245.2579664395444,635.401096209216,-345.65419670293886,39969.70760560786,-0.00033839137848609913,0.7901339357555883,-0.149509127731682,45.271339768856144,-8.566242017707715
686,1900,131062.9,1149251062.9,3784308.2610895154,900747.1672202263,5037680.5621302975,2.2649650729180384,-7.352792517823481,-0.3841601997815405,52.5111629038741,13.3885057448352,75.4731489751867,12.567437059245139,0.5885878612387634,1.65427315103416e-05,7.70332419483925,0,14794985.6611117,2469033.093372692,14906082.543510817,-73.84712673867325,815.3665062687506,-393.10683473204625,38281.4599490932,-0.0005029207289529344,0.8242414344573082,-0.22392720090561027,47.22555549421262,-12.830083530069532
687,1900,131063.1,1149251063.1,3784308.741548042,900745.7000696989,5037680.47849488,2.289789553642342,-7.4087986325247535,-0.3927389264905874,52.5111615360405,13.38848308404,75.4844925462563,11.398124561985835,0.5651186330211552,1.66773025649929e-05,7.76451397330517,0,13127387.356796354,3323473.7339019696,15434756.238920424,-245.30928708825496,635.3921781932187,-345.7910152349059,39969.707470251116,-0.00033839242888251855,0.7901338935442592,-0.14950919083522596,45.27133735032513,-8.566245633274455
688,1900,131063.3,1149251063.3,3784309.224354435,900744.2197207289,5037680.395794168,2.314169170423439,-7.4717950838531415,-0.39974425124083923,52.5111601788199,13.3884602261239,75.4961082683494,14.059566454220075,0.5466766452695244,1.67866894618032e-05,7.83217059255162,0,12251685.217230862,1680393.624683754,15490851.719056468,-167.32036749778277,443.6345896709049,-502.7192405325098,41276.71654916527,-0.00027850713488599056,0.7466163397246722,-0.20918195774577372,42.777965181729385,-11.985243329116754
689,1900,131063.5,1149251063.5,3784309.724597743,900742.7299512061,5037680.302035149,2.3376500192091867,-7.536820475430739,-0.40571865678665436,52.5111586557135,13.3884371737576,75.5079461462005,14.952174113106702,0.5641612789232935,1.68750839044767e-05,7.90144784958083,0,14179232.89397102,1279787.0872101758,16446489.791068302,-46.74269350980481,878.8854892864226,-145.09330751463727,42256.69355499873,-0.000533151479844078,0.8724822305457984,-0.48851874503842685,49.98954951043433,-27.99006230372938
690,1900,131063.7,1149251063.7,3784310.219549017,900741.2253371404,5037680.215060721,2.36207842702218,-7.597264513464204,-0.41321383284105945,52.511157230928,13.3884139267401,75.5199426125688,8.895012547909777,0.6329679187609962,1.69458040141417e-05,7.96671753325027,0,12423871.870037703,2304456.797275011,16890915.513919473,-234.752343897261,678.6291955772066,-114.52614984126133,43754.35898706524,-0.00035239325704120955,0.8315108434435986,-0.38585533376997544,47.64206194868154,-22.107882127631303
691,1900,131063.9,1149251063.9,3784310.716551458,900739.7144244683,5037680.127774799,2.3829337353140314,-7.653299590896807,-0.4188259594457203,52.5111558006054,13.3883905824786,75.5320191172079,10.406766411190715,0.6449454457284024,1.70012516556601e-05,8.02662961642211,0,12423824.924828356,2304592.5255663972,16890892.603386328,-234.77478447152347,678.6275283551041,-114.60097336864044,43754.35891658656,-0.0003523936975398101,0.8315129138244043,-0.38585571817438385,47.64218057276369,-22.107904152381536
692,1900,131064.1,1149251064.1,3784311.226050803,900738.1892514649,5037680.033684583,2.40584582913781,-7.706866771393437,-0.4264111750648994,52.5111542699212,13.3883669912679,75.5440863938017,5.136504473312932,0.5631882708242493,1.70439601149473e-05,8.08490668318493,0,12423777.975129107,2304728.253521993,16890869.67788721,-234.79722492819565,678.6258613194944,-114.67579677797164,43754.35884610774,-0.0003523944075520073,0.8315149838959125,-0.38585610207163207,47.64229917912439,-22.107926148073627
693,1900,131064.3,1149251064.3,3784311.748833362,900736.6555530701,5037679.931064559,2.4258118315075214,-7.762110015206947,-0.43150048158698884,52.5111526145148,13.3883432326001,75.5560490394391,11.541574700548606,0.5240622709327002,1.70775922819991e-05,8.14377723146131,0,14179195.491253046,1280490.1952207435,16446373.606834048,-46.83242669225987,878.8695134005059,-145.38615285156672,42256.69312847644,-0.0005331543255703185,0.8724964723817529,-0.48851308341394506,49.99036550752703,-27.98973791654139
694,1900,131064.5,1149251064.5,3784312.26401984,900735.10691198,5037679.83651688,2.446737885563269,-7.81249551347805,-0.4381689573366339,52.5111510806165,13.3883192857326,75.5678141244935,12.101746753174002,0.5455558513635239,1.71064751689296e-05,8.19839035810925,0,14179186.129356295,1280665.9702271207,16446344.52416966,-46.8548601603927,878.8655195670958,-145.45936381947797,42256.69302184547,-0.0005331554313505131,0.8725000326445085,-0.48851166704138277,49.99056949555688,-27.989656764371354
695,1900,131064.7,1149251064.7,3784312.7885959623,900733.5516422287,5037679.735783141,2.4629303910892753,-7.849094899161574,-0.4437538847378171,52.5111494586913,13.3882952118645,75.5792963334475,14.8992313212487,0.5544401000552699,1.71335663801877e-05,8.23839998771699,0,14179176.762977105,1280841.7444371118,16446315.426864045,-46.87729369696221,878.8615257887867,-145.53257464138198,42256.69291521435,-0.0005331561930109852,0.8725035927768183,-0.48851024854864666,49.99077347611276,-27.989575490724302
696,1900,131064.9,1149251064.9,3784313.317918968,900731.9915283974,5037679.631909393,2.4705678421401673,-7.85934331764923,-0.44763528428706484,52.5111477946578,13.3882710524004,75.590415294032,16.696493586080862,0.5594038577207089,1.7161055117886e-05,8.2506581673848,0,13070032.587267624,-466115.45810682286,16427172.836496165,27.53900868210631,634.888917412194,-345.3485812113158,43590.95476244442,-0.00044705607585153,0.8148615379154672,-0.5298929007504761,46.688127010095776,-30.360626806946893
697,1900,131065.1,1149251065.1,3784313.8423501416,900730.4314111507,5037679.5311372075,2.4711963339754828,-7.840489502025733,-0.45145540056206407,52.5111461815215,13.3882469095726,75.6010989074286,14.976919602149323,0.5307091697558987,1.71914796824038e-05,8.2330977724746,0,11534787.454824856,613838.0552823378,16838882.613382097,-151.73930812397808,468.8225615915092,-301.78431382566,44870.77986765129,-0.00028682466290774755,0.781465204015712,-0.431956735679199,44.77465802643014,-24.74929788666617
698,1900,131065.3,1149251065.3,3784314.3648057207,900728.8768990398,5037679.430209453,2.4662480179278488,-7.806740899699261,-0.4537595673201247,52.5111445719792,13.388222853798,75.6112797071114,14.38435255604619,0.5021149635214057,1.72282783076603e-05,8.19960246023579,0,14179148.636910344,1281369.062267227,16446228.047089243,-46.944594719660465,878.8495447861443,-145.75220622307006,42256.692595320026,-0.0005331582666589053,0.8725142714865893,-0.4885059837698204,49.991385321113285,-27.989331136897
699,1900,131065.5,1149251065.5,3784314.881645921,900727.3266901766,5037679.3320004335,2.462636525908695,-7.780067094167507,-0.4558047132515686,52.5111430091489,13.3881988788356,75.6208999076654,8.560412798726908,0.5015284037738917,1.72734558223393e-05,8.17323562520438,0,14179139.252581151,1281544.8332810907,16446198.89121611,-46.96702853177951,878.845551229218,-145.8254164569775,42256.69248868827,-0.0005331593630134276,0.8725178302434369,-0.48850455789138897,49.991589222860945,-27.98924944008078
700,1900,131065.7,1149251065.7,3784315.397370359,900725.778748926,5037679.233464814,2.466687413860632,-7.778095613586126,-0.4591801484761068,52.5111414485233,13.3881749401719,75.6299203255653,7.424602476855342,0.5172512832084187,1.73246275895584e-05,8.17276970069148,0,14179129.863767887,1281720.603497477,16446169.720698295,-46.989462412286684,878.841557727328,-145.89862654384123,42256.69238205636,-0.0005331601489822126,0.8725213886488601,-0.4885031301084908,49.9917931044735,-27.989167634146657
701,1900,131065.9,1149251065.9,3784315.920687755,900724.2305527463,5037679.1285283435,2.4803739634559756,-7.804450163327704,-0.4647147451629981,52.5111398006357,13.388150971962,75.6383218867756,11.530486094380933,0.5592135437252836,1.73757242481741e-05,8.20229584597069,0,12174362.90237561,769490.4006394716,16996633.285147604,69.89010011373522,569.2364474308755,-135.55879492197724,40524.59545095044,-0.0004789461349901103,0.8192477685034403,-0.45679498719668626,46.939439510757815,-26.1724248691026
702,1900,131066.1,1149251066.1,3784316.4453378306,900722.6753308981,5037679.02305454,2.499940407313039,-7.84982131649229,-0.4712594412246972,52.5111381521597,13.388126898541,75.6460964840963,11.67257236776,0.5625994959403946,1.74185022659912e-05,8.25175631013887,0,12174376.884232143,769604.2487370479,16996606.167490944,69.86570020246103,569.2309986199514,-135.6350876904137,40524.59535516114,-0.0004789466644676092,0.8192513319522975,-0.45679597735116345,46.939643681337856,-26.17248160077521
703,1900,131066.3,1149251066.3,3784316.9701215117,900721.1085638712,5037678.918741963,2.519596382073115,-7.897294358967353,-0.4774976975815325,52.5111365281646,13.38810265924,75.6532450552445,10.123064134374816,0.5707756400207809,1.74443436191989e-05,8.30322998428498,0,12174390.861209564,769718.0957450788,16996579.03457458,69.84130009225527,569.2255501472431,-135.71138032307746,40524.59525937173,-0.0004789471837890839,0.819254895297184,-0.45679696751678267,46.9398478459608,-26.17253833308621
704,1900,131066.5,1149251066.5,3784317.509993753,900719.5355359337,5037678.803504539,2.5377009683555554,-7.944841983335187,-0.4825651547894904,52.5111347500857,13.3880782787727,75.6597766592372,12.466508289710882,0.5787703010628986,1.74460332966271e-05,8.35423901223655,0,13070076.534432948,-465099.62182348943,16426619.822087169,27.33249201859518,634.8921713366045,-345.93731511917184,43590.954047152605,-0.00044705875795140554,0.8148769117648826,-0.5298982743299551,46.689007866782156,-30.360934690371916
705,1900,131066.7,1149251066.7,3784318.041944524,900717.9508499072,5037678.695488947,2.557977959024331,-7.995187720561312,-0.48875670793009934,52.5111330856967,13.3880537582787,75.6657061129211,11.404587010507669,0.5976639352177514,1.74194146238713e-05,8.40863609900056,0,12423167.220680537,2306492.6866705273,16890570.284626283,-235.08894018852934,678.6042068119785,-115.64849026867715,43754.35792986979,-0.0003524041399032285,0.8315418660339886,-0.38586097334940533,47.643839412180455,-22.108205251730862
706,1900,131066.9,1149251066.9,3784318.5708585395,900716.3533555237,5037678.591281369,2.578248814908181,-8.050566913757834,-0.4940498010812815,52.5111314843417,13.3880290646173,75.671054638464,11.372563848307777,0.5977441993086461,1.73648215751756e-05,8.46776710771005,0,13168195.837348336,3887189.236881304,16471321.904523684,-459.547849706265,600.8155067242773,-187.61946248260128,40502.091730428634,-0.0003317683481740956,0.8613582075124454,-0.33981737989083804,49.352189939416874,-19.470101672938792
707,1900,131067.1,1149251067.1,3784319.1106045223,900714.7464298304,5037678.479965604,2.5982182885348903,-8.102262641673315,-0.49977224983164836,52.5111297845381,13.3880041988791,75.6758476721891,10.394002126519895,0.5649226042494716,1.72879441435202e-05,8.52333095046966,0,10005138.980652092,222978.9777965841,17282117.572105672,-44.31413054040583,232.74836522623164,-282.473512007001,43199.404381759276,-0.000257952103441182,0.7423110984413411,-0.40885047271148,42.531293026409024,-23.425406538296443
708,1900,131067.3,1149251067.3,3784319.6436526747,900713.1272624964,5037678.375160401,2.6125051051227137,-8.136761761403717,-0.5043085882582923,52.5111281870094,13.3879791805794,75.68011644563,12.438588705325113,0.5210134650819433,1.7199017755099e-05,8.56074774995298,0,10707710.892421378,1754757.841458729,17364464.122009173,-112.79886318137233,408.20496881885634,-108.63555674024325,42040.294089788425,-0.0003162647982697728,0.7855231466366118,-0.36450457410448106,45.00716101211395,-20.88457370940032
709,1900,131067.5,1149251067.5,3784320.1827426506,900711.5049852162,5037678.265785149,2.619109962866597,-8.139715575818006,-0.5087152640257034,52.5111265277048,13.3879540971155,75.683898396172,10.286400443662357,0.505200260958555,1.71089165570846e-05,8.56583316862137,0,12174474.620602103,770401.1549278409,16996415.916637555,69.69489525671261,569.1928664161582,-136.16913325933723,40524.59468463305,-0.00047895066973069333,0.8192762712264382,-0.4568028955443651,46.94107259649024,-26.172877984047517
710,1900,131067.7,1149251067.7,3784320.7392835417,900709.8902083995,5037678.141490367,2.6163943087913575,-8.120823567140553,-0.5100469816953204,52.5111246533607,13.3879290616107,75.6872316712708,11.637786841751023,0.5116536446659881,1.70255509279425e-05,8.54713065953936,0,11305060.083018498,-803394.9108854111,16935882.16368792,129.34838736869855,367.85897457404195,-321.42718488105515,41889.45944009811,-0.0004036379075562134,0.7701455868284308,-0.49746900458468135,44.12609173589517,-28.50287440127644
711,1900,131067.9,1149251067.9,3784321.279878528,900708.2765125531,5037678.028380253,2.612733730605462,-8.099830791880134,-0.5110466880021823,52.5111229490107,13.3879040959781,75.6901513820827,9.782021809128105,0.5438532230584455,1.69541965085389e-05,8.52612485959777,0,11894716.283717565,386235.75740452245,16555244.38343606,-46.056106198935474,270.6647440612223,-404.5188040169066,38752.807247772325,-0.00038899064111319603,0.792351260493791,-0.46456295392651165,45.3983831181651,-26.61749657811963
712,1900,131068.1,1149251068.1,3784321.8254154865,900706.666601786,5037677.910428026,2.616080479558758,-8.090018003568952,-0.5152895348940455,52.5111211776424,13.3878791677285,75.6926888418585,14.821311170899031,0.5423159207235377,1.6899038222679e-05,8.51808615114742,0,12896748.038875805,2211510.1535615115,16586652.287102954,-127.1288680031714,481.4511326148829,-210.12400015195243,36978.71347131624,-0.00046982007271171,0.8479741682752138,-0.41720785945366595,48.58534097828601,-23.904249526382284
713,1900,131068.3,1149251068.3,3784322.3644364923,900705.0549569722,5037677.797197987,2.6236489304826147,-8.09786419689839,-0.5195463249771836,52.511119480158,13.3878542368561,75.6948714314196,9.350791346439932,0.5310634574757307,1.68646738311034e-05,8.5281221054596,0,12174530.362596976,770856.5059340448,16996306.86617118,69.59728805989774,569.1710840302084,-136.47429915383267,40524.59430147181,-0.00047895249554130714,0.8192905149772035,-0.4568068169900787,46.94188870329352,-26.1731026663365
714,1900,131068.5,1149251068.5,3784322.898375677,900703.4387036661,5037677.6881664945,2.6376289700026194,-8.118164309678088,-0.5263755213693987,52.5111178484911,13.3878292572831,75.6967276942213,4.9523646072286525,0.5237788286635819,1.68565448998606e-05,8.5521195929328,0,12174544.285893572,770970.3409621675,16996279.565413266,69.57288576400154,569.1656392802657,-136.55059028585802,40524.594205681235,-0.0004789533283352891,0.8192940752354235,-0.45680779489889783,46.942092691063515,-26.17315869638458
715,1900,131068.7,1149251068.7,3784323.4533308605,900701.8226570507,5037677.563041822,2.657329898464415,-8.138291298134742,-0.5375042779561919,52.5111159826778,13.387804209002,75.6982869752007,12.58171217329106,0.529335844685111,1.6878788955431e-05,8.57800083302571,0,14178988.493161911,1284357.0609231216,16445730.405896021,-47.32597886099957,878.7816618370264,-146.99676015731276,42256.69078255872,-0.0005331720003596274,0.8725747434258261,-0.4884815620834313,49.9948501080105,-27.987931877338315
716,1900,131068.9,1149251068.9,3784324.0058530234,900700.201406097,5037677.440317633,2.6684466941970406,-8.154240486314746,-0.5429697510495796,52.5111141554576,13.3877790944495,75.6995775343777,13.321024665152919,0.5434880488068178,1.69340288280259e-05,8.59692164783305,0,12142747.899448952,1923294.0472779416,16448929.745237121,-351.0772594050507,380.09626292974343,-384.663061606507,41982.569999254,-0.00026244883838444366,0.8046159666823253,-0.39363024177364164,46.1010990197361,-22.55335154234386
717,1900,131069.1,1149251069.1,3784324.5677684397,900698.5795751084,5037677.310379481,2.6642104620501423,-8.163849001571394,-0.5381052663860102,52.5111122245763,13.387753939554,75.700624197526,11.688807424880613,0.535883870866277,1.70244973776476e-05,8.60441777137001,0,10005050.146471638,223444.5025264229,17281551.86865811,-44.58433829668708,232.75370017078768,-283.24909665242933,43199.403865854,-0.00025795302358996456,0.7423198795882485,-0.408890258651529,42.53179614906611,-23.427686104745213
718,1900,131069.3,1149251069.3,3784325.116728853,900696.9544465606,5037677.190415302,2.650570613962364,-8.162749405123872,-0.5281257450661273,52.5111104435494,13.3877287815919,75.7014504496388,13.486492743952997,0.5186057634592526,1.71527764830868e-05,8.59854169223204,0,10707485.121574601,1755574.243546745,17364246.095562432,-113.0414006039504,408.1731418337558,-109.41098401380555,42040.29345725377,-0.0003162697160475475,0.7855449702129705,-0.3645291164421302,45.008411410933185,-20.88597988176701
719,1900,131069.5,1149251069.5,3784325.6717985915,900695.333552955,5037677.064893272,2.6335648858943075,-8.151231525653246,-0.5174849127065683,52.5111085827493,13.387703663478,75.7020810852988,14.892927713216974,0.5103222324965494,1.73201293417286e-05,8.58172651789241,0,10707462.517814348,1755655.8802594957,17364224.207620148,-113.06565443769237,408.16996154178537,-109.48852612421709,42040.29339399977,-0.0003162703694845102,0.7855471502436298,-0.3645315617232966,45.00853631748916,-20.886119986057565
720,1900,131069.7,1149251069.7,3784326.218403716,900693.7140808679,5037676.945214692,2.6149212059376223,-8.130208091867418,-0.5073099964513791,52.511106810273,13.3876785946015,75.7025374700692,12.882966900416458,0.5128429720972124,1.75241543738204e-05,8.55543452799612,0,10707439.909202175,1755737.516334557,17364202.30416639,-113.08990828765081,408.16678168729834,-109.56606812323811,42040.29333074567,-0.00031627085179654666,0.7855493300324704,-0.3645340056278562,45.00866121018997,-20.886260011474356
721,1900,131069.9,1149251069.9,3784326.752632329,900692.0970886606,5037676.834137181,2.5945126027206635,-8.105012780616608,-0.496559009392721,52.5111051665911,13.3876536034678,75.7028407202947,8.389471621663299,0.5345708769742739,1.77591476625709e-05,8.52462894614446,0,10707417.295729898,1755819.1517677242,17364180.385208987,-113.11416215459616,408.16360227119003,-109.6436100109839,42040.29326749147,-0.00031627114591314097,0.7855515096435313,-0.3645364482214663,45.00878609270473,-20.886399961779283
722,1900,131070.1,1149251070.1,3784327.2914545503,900690.487667643,5037676.718126123,2.5744827175053726,-8.079448265180211,-0.48615615098957854,52.5111034515566,13.3876287051551,75.7030164311853,10.062746045820763,0.5466892520323308,1.80169322299957e-05,8.49363251710376,0,10005005.526725145,223677.26891269462,17281268.43524969,-44.71944062762714,232.75639193998902,-283.6368785695514,43199.40360790068,-0.00025795346924236843,0.7423242548358251,-0.40891009465668493,42.53204683228656,-23.42882262412304
723,1900,131070.3,1149251070.3,3784327.8168810667,900688.8799194552,5037676.611692923,2.555862732228955,-8.048417794825209,-0.4777760140032187,52.5111018790612,13.3876038764968,75.7030968906786,8.660843403068831,0.5631755113556497,1.82876960239412e-05,8.45799818075251,0,11246746.090593183,3158508.01793896,17019121.40731862,-308.77809035521767,314.3399349189258,-175.08075623651723,38916.21062706615,-0.00029434456943514914,0.809020060447433,-0.32054854863265847,46.35343500505666,-18.366078965695348
724,1900,131070.5,1149251070.5,3784328.344662259,900687.2817184221,5037676.501736054,2.531847608703131,-8.012131053255644,-0.4663035939165347,52.5111002551929,13.3875791766077,75.703121340721,10.498829171880264,0.5843237083655165,1.85608030088923e-05,8.41557694813247,0,11246684.340189502,3158570.888529565,17019086.385941215,-308.8069746659882,314.3379393631221,-175.15716957837947,38916.21056819718,-0.00029434529733407544,0.8090204663036874,-0.32055064872360955,46.35345825890712,-18.366199292043436
725,1900,131070.7,1149251070.7,3784328.871810975,900685.6918274632,5037676.39075706,2.5068189732402653,-7.968528534766151,-0.45537410445648646,52.5110986163968,13.3875545979492,75.7031317526369,11.950808237135172,0.6091362684393405,1.88255684970596e-05,8.36594011148713,0,12142115.787660114,1923978.2777023704,16448236.776930993,-351.34991951171423,380.1309892290865,-385.3264378875834,41982.569526843516,-0.0002624517434621036,0.8046048606175519,-0.3936462992139929,46.10046268909759,-22.554271565905776
726,1900,131070.9,1149251070.9,3784329.391313534,900684.1110727564,5037676.283891825,2.4800849393034197,-7.921357764149931,-0.44380573084915415,52.5110970380505,13.3875301762778,75.7031671316537,19.09936623438015,0.6170274972862713,1.90720119449779e-05,8.31238194866866,0,11533905.417792572,616557.4843256592,16837126.012632616,-152.48048142592916,468.88700470393087,-303.96068585242983,44870.77820404451,-0.000286832703260678,0.7814845681887415,-0.4320192997263383,44.775767511818486,-24.752882542516506
727,1900,131071.1,1149251071.1,3784329.9008856644,900682.5378950281,5037676.18316663,2.450596353046845,-7.87524768618764,-0.4299935511126804,52.511095549656,13.3875058970411,75.7032630892465,17.497573562634233,0.6097685235051038,1.92916012675344e-05,8.25892505465262,0,12141975.251732936,1924130.3374040893,16448082.621814819,-351.4105068690617,380.1387131040008,-385.47385081879315,41982.569421862754,-0.0002624521545537088,0.8046023879452046,-0.3936498394672466,46.100321015407964,-22.554474407475613
728,1900,131071.3,1149251071.3,3784330.4036523537,900680.9731082893,5037676.086148604,2.4274517590844953,-7.8282061748545475,-0.4210804747943569,52.5110941148863,13.3874817612456,75.703454121151,16.48163283602786,0.6259427728716963,1.94779832240173e-05,8.2067437345738,0,14178865.155388923,1286641.845409337,16445347.00160212,-47.617638917697974,878.7297621398684,-147.94844901500525,42256.68939629873,-0.0005331819198049329,0.8726209285820787,-0.4884625421254892,49.997496322539945,-27.986842114021712
729,1900,131071.5,1149251071.5,3784330.9056982403,900679.4195208849,5037675.987837083,2.4052371194139903,-7.780589832705837,-0.41296334275429025,52.5110926595476,13.3874577883808,75.7037706044672,16.17905906901641,0.6207322209524467,1.96276915300455e-05,8.15434132642675,0,13070211.739731958,-461925.09952255647,16424885.580935495,26.68712876063618,634.902477037881,-347.7769692779314,43590.95181184097,-0.000447066220507016,0.8149248508699233,-0.5299144824192453,46.691754575174606,-30.36186334548222
730,1900,131071.7,1149251071.7,3784331.409423207,900677.8765438503,5037675.88657482,2.378917408852554,-7.730651220762314,-0.4021954675294669,52.5110911589011,13.3874339618235,75.7042354556394,14.423987213509356,0.6266986523292986,1.97407854381054e-05,8.09839351534098,0,11305576.497348836,-801923.4996682096,16934593.431785867,128.8009579871275,367.8336917278876,-322.9552234155748,41889.45782554327,-0.00040363984771829564,0.7701865088917663,-0.49752337161137955,44.12843639741326,-28.505989402450925
731,1900,131071.9,1149251071.9,3784331.90408537,900676.343780003,5037675.790461379,2.351232831441165,-7.676025878244825,-0.3912414259202977,52.5110897324148,13.387410312515,75.704859526165,14.258039178041928,0.6262000411509078,1.98211213234389e-05,8.03758290560584,0,10004924.87075024,224096.25524355067,17280757.277921785,-44.96262220282405,232.76127794272244,-284.33486850123717,43199.40314358355,-0.00025795429974095896,0.742332101297701,-0.4089456597352741,42.53249640143617,-23.430860353024254
732,1900,131072.1,1149251072.1,3784332.3958084867,900674.8225899369,5037675.694688784,2.3218726582581066,-7.614833060453716,-0.3802033592256329,52.5110883090676,13.3873868390672,75.7056452323227,14.47941901299032,0.6216737941259723,1.98749386342303e-05,7.97002696194385,0,10004915.881955566,224142.80982559055,17280700.405106716,-44.98964216905482,232.76182407130278,-284.41242154530136,43199.403091992666,-0.00025795440287116174,0.742332970318153,-0.4089495977732037,42.53254619264038,-23.43108598597718
733,1900,131072.3,1149251072.3,3784332.877708714,900673.3137727648,5037675.604245553,2.2871831054349405,-7.546151398467953,-0.36651851257812024,52.5110869625752,13.3873635764057,75.7065876989226,10.720502175609761,0.6347421783900938,1.9910064134216e-05,7.89366475766797,0,14178817.515875526,1287520.5727579568,16445198.87955296,-47.72981893656526,878.7098032117142,-148.31447649785844,42256.68886311471,-0.0005331858756107977,0.8726386697973653,-0.4884551082458803,49.99851281929929,-27.98641618409472
734,1900,131072.5,1149251072.5,3784333.35312331,900671.8194201678,5037675.516255028,2.250245773961928,-7.4688641169332906,-0.3526846266593327,52.5110856506016,13.3873405431205,75.7076750035431,0.0,0.6333276868669064,1.99366899209149e-05,7.80845206723644,0,11533661.34080105,617307.7375652046,16836639.211775564,-152.68491789003912,468.90484606617787,-304.56102023377645,44870.7777451103,-0.000286835069765892,0.7814898496678798,-0.43203626064412654,44.7760701182827,-24.75385433152244
735,1900,131072.7,1149251072.7,3784333.8281919947,900670.3442815123,5037675.425269208,2.213127114335561,-7.384062778883358,-0.3400497784411207,52.5110842929199,13.3873177863257,75.7088886994585,7.669631944927695,0.5917985618568437,1.99680484473636e-05,7.71608376046526,0,12421754.892921811,2310564.2410351755,16889869.72514652,-235.7620533676626,678.5543550534388,-117.89309019769819,43754.35581538128,-0.0003524257026583655,0.831603690239465,-0.38587118038116636,47.647381678226,-22.108790071572127
736,1900,131072.9,1149251072.9,3784334.299034737,900668.8863308656,5037675.334510966,2.175058045619694,-7.292479289861799,-0.3279101134215715,52.5110829374164,13.3872952902242,75.7102032918446,11.834473206898622,0.586796281305111,2.00197684136464e-05,7.61699788219495,0,13070249.018997127,-461036.223963049,16424398.34512978,26.506427448121656,634.905399882757,-348.2920345194309,43590.951185947,-0.00044706803949641955,0.814938214287123,-0.5299187504280904,46.69252024258004,-30.362107884375973
737,1900,131073.1,1149251073.1,3784334.758056807,900667.4461834914,5037675.249501664,2.1361863058189097,-7.196651641779924,-0.31592514028490354,52.5110816659559,13.3872730895314,75.7115898979837,9.427648426099253,0.5665421275647475,2.01076289370775e-05,7.51364728215039,0,10707054.820624204,1757125.2324054735,17363827.572754446,-113.50222623264573,408.11279112727516,-110.88426484978632,42040.29225541097,-0.00031627899974969646,0.7855863240458958,-0.36457517554488655,45.01078081102649,-20.888618873963104
738,1900,131073.3,1149251073.3,3784335.214292417,900666.0265114782,5037675.162991186,2.0986019602096224,-7.100088547430325,-0.3050313079278895,52.5110803718064,13.3872511917261,75.7130211628088,9.794533634643093,0.5522692798267645,2.02452367497938e-05,7.41002237969381,0,11305782.449966013,-801334.9633921582,16934076.227663167,128.58197259389087,367.8236427280898,-323.5664036695879,41889.45717971912,-0.000403640396773251,0.7702028085071433,-0.497544834653208,44.129370296582046,-28.507219144163205
